"Offense","Offense Conference","Defense","Defense Conference","Game Id","Id","Drive Number","Scoring","Start Period","Start Yardline","Start Yards To Goal","Start Time Minutes","Start Time Seconds","End Period","End Yardline","End Yards To Goal","End Time Minutes","End Time Seconds","Elapsed Minutes","Elapsed Seconds","Plays","Yards","Drive Result","Is Home Offense","Start Offense Score","Start Defense Score","End Offense Score","End Defense Score"
"Washington","Pac-12","Arizona State","Pac-12","401524038","40152403812","12","false","3","28","72","14","54","3","40","60","14","17","0","37","2","12","FUMBLE","true","3","7","3","7"
"Arizona State","Pac-12","Washington","Pac-12","401524038","40152403813","13","false","3","40","40","14","17","3","36","36","13","18","0","59","3","4","PUNT","false","7","3","7","3"
"Washington","Pac-12","Arizona State","Pac-12","401524038","40152403814","14","false","3","10","90","13","18","3","19","81","10","45","2","33","5","9","PUNT","true","3","7","3","7"
"Arizona State","Pac-12","Washington","Pac-12","401524038","40152403815","15","false","3","58","58","10","45","3","25","25","3","37","7","8","12","33","MISSED FG","false","7","3","7","3"
"Washington","Pac-12","Arizona State","Pac-12","401524038","40152403816","16","false","3","26","74","3","37","3","41","59","2","12","1","25","4","15","PUNT","true","3","7","3","7"
"Arizona State","Pac-12","Washington","Pac-12","401524038","40152403817","17","false","3","78","78","2","12","4","30","30","14","31","2","41","7","48","DOWNS","false","7","3","7","3"
"Washington","Pac-12","Arizona State","Pac-12","401524038","40152403818","18","true","4","30","70","14","31","4","70","30","12","28","2","3","7","40","FG","true","3","7","6","7"
"Arizona State","Pac-12","Washington","Pac-12","401524038","40152403819","19","true","4","75","75","12","28","4","12","12","8","11","4","17","9","63","INT TD","false","7","6","7","12"
"Arizona State","Pac-12","Washington","Pac-12","401524038","40152403820","20","false","4","81","81","8","5","4","91","91","6","19","1","46","3","-10","PUNT","false","7","12","7","12"
"Washington","Pac-12","Arizona State","Pac-12","401524038","40152403821","21","true","4","31","69","6","19","4","93","7","3","17","3","2","8","62","FG","true","12","7","15","7"
"Arizona State","Pac-12","Washington","Pac-12","401524038","40152403822","22","false","4","75","75","3","17","4","52","52","0","33","2","44","9","23","DOWNS","false","7","15","7","15"
"Washington","Pac-12","Arizona State","Pac-12","401524038","40152403823","23","false","4","52","48","0","33","4","50","50","0","0","0","33","1","-2","END OF GAME","true","15","7","15","7"
"Stanford","Pac-12","Washington","Pac-12","401524042","4015240421","1","false","1","9","91","14","54","1","36","64","9","7","5","47","12","27","PUNT","true","0","0","0","0"
"Washington","Pac-12","Stanford","Pac-12","401524042","4015240422","2","true","1","50","50","9","7","1","0","0","6","26","2","41","6","50","TD","false","0","0","7","0"
"Stanford","Pac-12","Washington","Pac-12","401524042","4015240423","3","false","1","14","86","6","26","1","35","65","4","30","1","56","4","21","PUNT","true","0","7","0","7"
"Washington","Pac-12","Stanford","Pac-12","401524042","4015240424","4","false","1","82","82","4","30","1","77","77","3","38","0","52","3","5","PUNT","false","7","0","7","0"
"Stanford","Pac-12","Washington","Pac-12","401524042","4015240425","5","false","1","33","67","3","38","1","36","64","2","1","1","37","3","3","PUNT","true","0","7","0","7"
"Washington","Pac-12","Stanford","Pac-12","401524042","4015240426","6","false","1","75","75","2","1","1","72","72","0","19","1","42","3","3","PUNT","false","7","0","7","0"
"Stanford","Pac-12","Washington","Pac-12","401524042","4015240427","7","true","1","26","74","0","19","2","100","0","12","24","2","55","8","74","TD","true","0","7","7","7"
"Washington","Pac-12","Stanford","Pac-12","401524042","4015240428","8","true","2","75","75","12","24","2","0","0","9","20","3","4","9","75","TD","false","7","7","14","7"
"Stanford","Pac-12","Washington","Pac-12","401524042","4015240429","9","false","2","25","75","9","20","2","56","44","5","23","3","57","8","31","PUNT","true","7","14","7","14"
"Washington","Pac-12","Stanford","Pac-12","401524042","40152404210","10","true","2","92","92","5","23","2","0","0","5","9","0","14","1","92","TD","false","21","7","21","7"
"Stanford","Pac-12","Washington","Pac-12","401524042","40152404211","11","true","2","25","75","5","9","2","95","5","1","5","4","4","9","70","FG","true","7","21","10","21"
"Washington","Pac-12","Stanford","Pac-12","401524042","40152404212","12","false","2","75","75","1","5","2","75","75","0","41","0","24","3","0","PUNT","false","21","10","21","10"
"Stanford","Pac-12","Washington","Pac-12","401524042","40152404213","13","true","2","33","67","0","41","2","71","29","0","0","0","41","8","38","FG","true","10","20","13","21"
"Washington","Pac-12","Stanford","Pac-12","401524042","40152404214","14","false","3","75","75","15","0","3","70","70","11","17","3","43","5","5","PUNT","false","21","13","21","13"
"Stanford","Pac-12","Washington","Pac-12","401524042","40152404215","15","true","3","32","68","11","17","3","100","0","10","1","1","16","4","68","TD","true","13","21","19","21"
"Washington","Pac-12","Stanford","Pac-12","401524042","40152404216","16","false","3","75","75","10","1","3","54","54","6","44","3","17","6","21","PUNT","false","21","19","21","19"
"Stanford","Pac-12","Washington","Pac-12","401524042","40152404217","17","false","3","16","84","6","44","3","23","77","5","23","1","21","6","7","PUNT","true","19","21","19","21"
"Washington","Pac-12","Stanford","Pac-12","401524042","40152404218","18","true","3","52","52","5","23","3","0","0","3","55","1","28","6","52","TD","false","21","19","28","19"
"Stanford","Pac-12","Washington","Pac-12","401524042","40152404219","19","true","3","25","75","3","55","3","100","0","1","17","2","38","6","75","TD","true","19","28","26","28"
"Washington","Pac-12","Stanford","Pac-12","401524042","40152404220","20","true","3","79","79","1","12","4","0","0","14","14","1","58","7","79","TD","false","28","26","35","26"
"Stanford","Pac-12","Washington","Pac-12","401524042","40152404221","21","false","4","25","75","14","14","4","28","72","13","11","1","3","3","3","PUNT","true","26","35","26","35"
"Washington","Pac-12","Stanford","Pac-12","401524042","40152404222","22","false","4","52","52","13","11","4","12","12","11","37","1","34","4","40","FUMBLE","false","35","26","35","26"
"Stanford","Pac-12","Washington","Pac-12","401524042","40152404223","23","true","4","17","83","11","37","4","100","0","6","16","5","21","8","83","TD","true","26","35","33","35"
"Washington","Pac-12","Stanford","Pac-12","401524042","40152404224","24","false","4","50","50","6","44","4","17","17","5","5","1","39","5","33","INT","false","35","33","35","33"
"Stanford","Pac-12","Washington","Pac-12","401524042","40152404225","25","false","4","20","80","5","5","4","28","72","3","20","1","45","4","8","DOWNS","true","33","35","33","35"
"Washington","Pac-12","Stanford","Pac-12","401524042","40152404226","26","true","4","28","28","3","20","4","0","0","1","36","1","44","4","28","TD","false","35","33","42","33"
"Stanford","Pac-12","Washington","Pac-12","401524042","40152404227","27","false","4","25","75","1","36","4","45","55","0","53","0","43","5","20","DOWNS","true","33","42","33","42"
"Washington","Pac-12","Stanford","Pac-12","401524042","40152404228","28","false","4","45","45","0","53","4","48","48","0","0","0","53","3","-3","END OF GAME","false","42","33","42","33"
"USC","Pac-12","Washington","Pac-12","401524048","4015240481","1","true","1","25","75","15","0","1","100","0","8","56","6","4","12","75","TD","true","0","0","7","0"
"Washington","Pac-12","USC","Pac-12","401524048","4015240482","2","true","1","75","75","8","56","1","0","0","3","38","5","18","10","75","TD","false","0","7","7","7"
"USC","Pac-12","Washington","Pac-12","401524048","4015240483","3","false","1","25","75","3","38","1","46","54","2","34","1","4","4","21","PUNT","true","7","7","7","7"
"Washington","Pac-12","USC","Pac-12","401524048","4015240484","4","false","1","80","80","2","34","1","82","82","1","24","1","10","3","-2","PUNT","false","7","7","7","7"
"USC","Pac-12","Washington","Pac-12","401524048","4015240485","5","true","1","92","8","1","24","1","100","0","0","35","0","49","2","8","TD","true","7","7","14","7"
"Washington","Pac-12","USC","Pac-12","401524048","4015240486","6","true","1","79","79","0","35","2","0","0","11","37","3","58","10","79","TD","false","7","14","14","14"
"USC","Pac-12","Washington","Pac-12","401524048","4015240487","7","true","2","5","95","11","37","2","100","0","9","31","2","6","5","95","TD","true","14","14","21","14"
"Washington","Pac-12","USC","Pac-12","401524048","4015240488","8","true","2","75","75","9","31","2","0","0","6","44","2","47","5","75","TD","false","14","21","21","21"
"USC","Pac-12","Washington","Pac-12","401524048","4015240489","9","true","2","25","75","6","44","2","100","0","4","4","2","40","5","75","TD","true","21","21","28","21"
"Washington","Pac-12","USC","Pac-12","401524048","40152404810","10","true","2","70","70","4","4","2","0","0","1","14","2","50","8","70","TD","false","21","28","28","28"
"USC","Pac-12","Washington","Pac-12","401524048","40152404811","11","false","2","25","75","1","14","2","25","75","1","7","0","7","1","-13","FUMBLE","true","28","28","28","28"
"Washington","Pac-12","USC","Pac-12","401524048","40152404812","12","true","2","12","12","1","7","2","0","0","0","20","0","47","3","12","TD","false","28","28","35","28"
"USC","Pac-12","Washington","Pac-12","401524048","40152404813","13","false","2","25","75","0","20","2","40","60","0","0","0","20","4","15","END OF HALF","true","28","35","28","35"
"Washington","Pac-12","USC","Pac-12","401524048","40152404814","14","false","3","71","71","15","0","3","21","21","11","29","3","31","7","50","INT","false","35","28","35","28"
"USC","Pac-12","Washington","Pac-12","401524048","40152404815","15","true","3","20","80","11","29","3","100","0","8","0","3","29","8","80","TD","true","28","35","35","35"
"Washington","Pac-12","USC","Pac-12","401524048","40152404816","16","true","3","75","75","8","0","3","0","0","4","21","3","39","7","75","TD","false","35","35","42","35"
"USC","Pac-12","Washington","Pac-12","401524048","40152404817","17","true","3","17","83","4","21","3","100","0","1","41","2","40","7","83","TD","true","35","42","42","42"
"Washington","Pac-12","USC","Pac-12","401524048","40152404818","18","true","3","72","72","1","41","4","26","26","12","25","4","16","9","46","FG","false","42","42","45","42"
"USC","Pac-12","Washington","Pac-12","401524048","40152404819","19","false","4","25","75","12","25","4","58","42","7","42","4","43","8","33","PUNT","true","42","45","42","45"
"Washington","Pac-12","USC","Pac-12","401524048","40152404820","20","true","4","91","91","7","42","4","0","0","2","20","5","22","9","91","TD","false","45","42","52","42"
"USC","Pac-12","Washington","Pac-12","401524048","40152404821","21","false","4","22","78","2","20","4","53","47","1","2","1","18","7","31","DOWNS","true","42","52","42","52"
"Washington","Pac-12","USC","Pac-12","401524048","40152404822","22","false","4","53","53","1","2","4","56","56","0","0","1","2","2","-3","END OF GAME","false","52","42","52","42"
"Utah","Pac-12","Washington","Pac-12","401524056","4015240561","1","false","1","75","75","15","0","1","71","71","14","7","0","53","3","4","PUNT","false","0","0","0","0"
"Washington","Pac-12","Utah","Pac-12","401524056","4015240562","2","false","1","40","60","14","7","1","40","60","13","7","1","0","3","0","PUNT","true","0","0","0","0"
"Utah","Pac-12","Washington","Pac-12","401524056","4015240563","3","false","1","80","80","13","7","1","61","61","10","0","3","7","5","19","PUNT","false","0","0","0","0"
"Washington","Pac-12","Utah","Pac-12","401524056","4015240564","4","true","1","23","77","10","0","1","100","0","6","6","3","54","7","77","TD","true","0","0","7","0"
"Utah","Pac-12","Washington","Pac-12","401524056","4015240565","5","true","1","75","75","6","6","1","0","0","3","37","2","29","6","75","TD","false","0","7","7","7"
"Washington","Pac-12","Utah","Pac-12","401524056","4015240566","6","true","1","25","75","3","37","1","76","24","0","19","3","18","11","51","FG","true","7","7","10","7"
"Utah","Pac-12","Washington","Pac-12","401524056","4015240567","7","true","1","75","75","0","19","2","0","0","9","0","6","19","12","75","TD","false","7","10","14","10"
"Washington","Pac-12","Utah","Pac-12","401524056","4015240568","8","true","2","25","75","9","0","2","100","0","6","59","2","1","6","75","TD","true","10","14","17","14"
"Utah","Pac-12","Washington","Pac-12","401524056","4015240569","9","true","2","64","64","6","50","2","0","0","5","59","0","51","2","64","TD","false","14","17","21","17"
"Washington","Pac-12","Utah","Pac-12","401524056","40152405610","10","true","2","44","56","5","50","2","100","0","3","17","2","33","7","56","TD","true","17","21","24","21"
"Utah","Pac-12","Washington","Pac-12","401524056","40152405611","11","true","2","91","91","3","12","2","0","0","0","57","2","15","7","91","TD","false","21","24","28","24"
"Washington","Pac-12","Utah","Pac-12","401524056","40152405612","12","false","2","36","64","0","48","2","52","48","0","9","0","39","5","16","PUNT","true","24","28","24","28"
"Utah","Pac-12","Washington","Pac-12","401524056","40152405613","13","false","2","88","88","0","9","2","89","89","0","0","0","9","1","-1","END OF HALF","false","28","24","28","24"
"Washington","Pac-12","Utah","Pac-12","401524056","40152405614","14","false","3","14","86","14","54","3","33","67","12","25","2","29","4","19","PUNT","true","24","28","24","28"
"Utah","Pac-12","Washington","Pac-12","401524056","40152405615","15","false","3","75","75","12","25","3","72","72","10","53","1","32","3","3","PUNT","false","28","24","28","24"
"Washington","Pac-12","Utah","Pac-12","401524056","40152405616","16","true","3","32","68","10","53","3","79","21","8","2","2","51","7","47","FG","true","24","28","27","28"
"Utah","Pac-12","Washington","Pac-12","401524056","40152405617","17","false","3","80","80","7","56","3","84","84","7","12","0","44","3","-4","PUNT","false","28","27","28","27"
"Washington","Pac-12","Utah","Pac-12","401524056","40152405618","18","true","3","48","52","7","12","3","100","0","4","9","3","3","6","52","TD","true","27","28","33","28"
"Utah","Pac-12","Washington","Pac-12","401524056","40152405619","19","false","3","80","80","4","4","3","24","24","0","30","3","34","7","56","INT","false","28","33","28","33"
"Utah","Pac-12","Washington","Pac-12","401524056","40152405620","20","true","3","99","99","0","30","3","100","100","0","24","0","6","1","-1","SF","false","28","35","28","35"
"Washington","Pac-12","Utah","Pac-12","401524056","40152405621","21","false","3","40","60","0","17","4","56","44","10","10","5","7","8","16","PUNT","true","35","28","35","28"
"Utah","Pac-12","Washington","Pac-12","401524056","40152405622","22","false","4","80","80","10","10","4","77","77","8","26","1","44","3","3","PUNT","false","28","35","28","35"
"Washington","Pac-12","Utah","Pac-12","401524056","40152405623","23","false","4","35","65","8","26","4","85","15","1","38","6","48","12","50","MISSED FG","true","35","28","35","28"
"Utah","Pac-12","Washington","Pac-12","401524056","40152405624","24","false","4","82","82","1","38","4","82","82","0","44","0","54","4","0","INT","false","28","35","28","35"
"Washington","Pac-12","Utah","Pac-12","401524056","40152405625","25","false","4","57","43","0","44","4","40","60","0","0","0","44","2","-17","END OF GAME","true","35","28","35","28"
"Washington","Pac-12","Oregon State","Pac-12","401524060","4015240601","1","true","1","63","63","14","53","1","0","0","9","55","4","58","10","63","TD","false","0","0","7","0"
"Oregon State","Pac-12","Washington","Pac-12","401524060","4015240602","2","true","1","25","75","9","55","1","100","0","5","9","4","46","10","75","TD","true","0","7","7","7"
"Washington","Pac-12","Oregon State","Pac-12","401524060","4015240603","3","false","1","75","75","5","9","1","75","75","4","40","0","29","3","0","PUNT","false","7","7","7","7"
"Oregon State","Pac-12","Washington","Pac-12","401524060","4015240604","4","true","1","34","66","4","40","1","30","70","1","17","3","23","6","-4","SF","true","7","7","7","9"
"Washington","Pac-12","Oregon State","Pac-12","401524060","4015240605","5","false","1","68","68","1","12","2","70","70","14","5","2","7","6","-2","PUNT","false","9","7","9","7"
"Oregon State","Pac-12","Washington","Pac-12","401524060","4015240606","6","false","2","27","73","14","5","2","18","82","12","23","1","42","3","-9","PUNT","true","7","9","7","9"
"Washington","Pac-12","Oregon State","Pac-12","401524060","4015240607","7","false","2","54","54","12","23","2","5","5","11","24","0","59","3","49","FUMBLE","false","9","7","9","7"
"Oregon State","Pac-12","Washington","Pac-12","401524060","4015240608","8","false","2","5","95","11","24","2","19","81","10","36","0","48","2","14","FUMBLE","true","7","9","7","9"
"Washington","Pac-12","Oregon State","Pac-12","401524060","4015240609","9","true","2","19","19","10","36","2","0","0","9","33","1","3","3","19","TD","false","9","7","16","7"
"Oregon State","Pac-12","Washington","Pac-12","401524060","40152406010","10","true","2","28","72","9","25","2","80","20","4","57","4","28","8","52","FG","true","7","16","10","16"
"Washington","Pac-12","Oregon State","Pac-12","401524060","40152406011","11","true","2","76","76","4","52","2","0","0","0","54","3","58","9","76","TD","false","16","10","22","10"
"Oregon State","Pac-12","Washington","Pac-12","401524060","40152406012","12","false","2","19","81","0","47","2","77","23","0","5","0","42","6","58","DOWNS","true","10","22","10","22"
"Washington","Pac-12","Oregon State","Pac-12","401524060","40152406013","13","false","2","77","77","0","5","2","79","79","0","0","0","5","1","-2","END OF HALF","false","22","10","22","10"
"Oregon State","Pac-12","Washington","Pac-12","401524060","40152406014","14","false","3","20","80","14","56","3","20","80","14","2","0","54","3","0","INT","true","10","22","10","22"
"Washington","Pac-12","Oregon State","Pac-12","401524060","40152406015","15","false","3","22","22","14","2","3","22","22","11","25","2","37","4","0","MISSED FG","false","22","10","22","10"
"Oregon State","Pac-12","Washington","Pac-12","401524060","40152406016","16","true","3","22","78","11","25","3","100","0","1","29","9","56","16","78","TD","true","10","22","17","22"
"Washington","Pac-12","Oregon State","Pac-12","401524060","40152406017","17","false","3","75","75","1","29","3","83","83","0","22","1","7","3","-8","PUNT","false","22","17","22","17"
"Oregon State","Pac-12","Washington","Pac-12","401524060","40152406018","18","true","3","33","67","0","22","4","83","17","10","40","4","42","10","50","FG","true","17","22","20","22"
"Washington","Pac-12","Oregon State","Pac-12","401524060","40152406019","19","false","4","85","85","10","33","4","51","51","7","55","2","38","6","34","PUNT","false","22","20","22","20"
"Oregon State","Pac-12","Washington","Pac-12","401524060","40152406020","20","false","4","5","95","7","55","4","47","53","2","8","5","47","11","42","DOWNS","true","20","22","20","22"
"Washington","Pac-12","Oregon State","Pac-12","401524060","40152406021","21","false","4","47","47","2","8","4","24","24","0","0","2","8","6","23","END OF GAME","false","22","20","22","20"
"Washington State","Pac-12","Washington","Pac-12","401524068","4015240681","1","false","1","75","75","15","0","1","71","71","12","46","2","14","3","4","PUNT","false","0","0","0","0"
"Washington","Pac-12","Washington State","Pac-12","401524068","4015240682","2","false","1","31","69","12","46","1","43","57","10","0","2","46","6","12","PUNT","true","0","0","0","0"
"Washington State","Pac-12","Washington","Pac-12","401524068","4015240683","3","false","1","89","89","10","0","1","85","85","8","53","1","7","3","4","PUNT","false","0","0","0","0"
"Washington","Pac-12","Washington State","Pac-12","401524068","4015240684","4","true","1","49","51","8","53","1","100","0","3","54","4","59","9","51","TD","true","0","0","7","0"
"Washington State","Pac-12","Washington","Pac-12","401524068","4015240685","5","true","1","76","76","3","49","1","0","0","2","15","1","34","5","76","TD","false","0","7","7","7"
"Washington","Pac-12","Washington State","Pac-12","401524068","4015240686","6","false","1","34","66","2","6","1","40","60","0","38","1","28","3","6","PUNT","true","7","7","7","7"
"Washington State","Pac-12","Washington","Pac-12","401524068","4015240687","7","false","1","75","75","0","38","2","45","45","13","18","2","20","6","30","DOWNS","false","7","7","7","7"
"Washington","Pac-12","Washington State","Pac-12","401524068","4015240688","8","false","2","45","55","13","18","2","74","26","11","6","2","12","6","29","MISSED FG","true","7","7","7","7"
"Washington State","Pac-12","Washington","Pac-12","401524068","4015240689","9","false","2","74","74","11","6","2","60","60","7","13","3","53","8","14","INT","false","7","7","7","7"
"Washington","Pac-12","Washington State","Pac-12","401524068","40152406810","10","true","2","51","49","7","13","2","100","0","5","37","1","36","3","49","TD","true","7","7","14","7"
"Washington State","Pac-12","Washington","Pac-12","401524068","40152406811","11","false","2","77","77","5","31","2","43","43","2","32","2","59","5","34","PUNT","false","7","14","7","14"
"Washington","Pac-12","Washington State","Pac-12","401524068","40152406812","12","false","2","9","91","2","32","2","18","82","1","5","1","27","5","9","PUNT","true","14","7","14","7"
"Washington State","Pac-12","Washington","Pac-12","401524068","40152406813","13","true","2","59","59","1","5","2","0","0","0","8","0","57","7","59","TD","false","7","14","14","14"
"Washington","Pac-12","Washington State","Pac-12","401524068","40152406814","14","false","2","18","82","0","1","2","17","83","0","0","0","1","1","-1","END OF HALF","true","14","14","14","14"
"Washington","Pac-12","Washington State","Pac-12","401524068","40152406815","15","false","3","25","75","15","0","3","32","68","14","13","0","47","2","7","INT","true","14","14","14","14"
"Washington State","Pac-12","Washington","Pac-12","401524068","40152406816","16","false","3","68","68","14","13","3","65","65","10","28","3","45","8","3","PUNT","false","14","14","14","14"
"Washington","Pac-12","Washington State","Pac-12","401524068","40152406817","17","false","3","16","84","10","28","3","36","64","7","53","2","35","5","20","PUNT","true","14","14","14","14"
"Washington State","Pac-12","Washington","Pac-12","401524068","40152406818","18","false","3","68","68","7","53","3","33","33","3","49","4","4","10","35","MISSED FG","false","14","14","14","14"
"Washington","Pac-12","Washington State","Pac-12","401524068","40152406819","19","true","3","33","67","3","49","3","100","0","0","0","3","49","7","67","TD","true","14","14","21","14"
"Washington State","Pac-12","Washington","Pac-12","401524068","40152406820","20","false","4","73","73","14","55","4","50","50","14","11","0","44","4","23","INT","false","14","21","14","21"
"Washington","Pac-12","Washington State","Pac-12","401524068","40152406821","21","false","4","27","73","14","11","4","30","70","11","53","2","18","3","3","PUNT","true","21","14","21","14"
"Washington State","Pac-12","Washington","Pac-12","401524068","40152406822","22","true","4","65","65","11","53","4","0","0","5","58","5","55","13","65","TD","false","14","21","21","21"
"Washington","Pac-12","Washington State","Pac-12","401524068","40152406823","23","false","4","25","75","5","58","4","29","71","4","52","1","6","3","4","PUNT","true","21","21","21","21"
"Washington State","Pac-12","Washington","Pac-12","401524068","40152406824","24","false","4","66","66","4","52","4","53","53","1","59","2","53","5","13","PUNT","false","21","21","21","21"
"Washington","Pac-12","Washington State","Pac-12","401524068","40152406825","25","true","4","10","90","1","59","4","75","25","0","0","1","59","12","65","FG","true","21","21","24","21"
"Washington","Pac-12","Oregon","Pac-12","401539475","4015394751","1","true","1","25","75","15","0","1","79","21","7","34","7","26","15","54","FG","true","0","0","3","0"
"Oregon","Pac-12","Washington","Pac-12","401539475","4015394752","2","false","1","75","75","7","34","1","75","75","7","9","0","25","3","0","PUNT","false","0","3","0","3"
"Washington","Pac-12","Oregon","Pac-12","401539475","4015394753","3","true","1","50","50","7","9","1","100","0","3","46","3","23","6","50","TD","true","3","0","10","0"
"Oregon","Pac-12","Washington","Pac-12","401539475","4015394754","4","false","1","75","75","3","46","1","66","66","2","24","1","22","3","9","PUNT","false","0","10","0","10"
"Washington","Pac-12","Oregon","Pac-12","401539475","4015394755","5","false","1","22","78","2","24","2","36","64","14","48","2","36","6","14","PUNT","true","10","0","10","0"
"Oregon","Pac-12","Washington","Pac-12","401539475","4015394756","6","true","2","90","90","14","48","2","18","18","8","46","6","2","12","72","FG","false","0","10","3","10"
"Washington","Pac-12","Oregon","Pac-12","401539475","4015394757","7","true","2","25","75","8","46","2","100","0","6","48","1","58","4","75","TD","true","10","3","17","3"
"Oregon","Pac-12","Washington","Pac-12","401539475","4015394758","8","false","2","75","75","6","48","2","69","69","4","37","2","11","3","6","PUNT","false","3","17","3","17"
"Washington","Pac-12","Oregon","Pac-12","401539475","4015394759","9","true","2","16","84","4","37","2","80","20","1","39","2","58","8","64","FG","true","17","3","20","3"
"Oregon","Pac-12","Washington","Pac-12","401539475","40153947510","10","true","2","75","75","1","39","2","0","0","0","9","1","30","7","75","TD","false","3","20","10","20"
"Washington","Pac-12","Oregon","Pac-12","401539475","40153947511","11","false","2","25","75","0","9","2","24","76","0","0","0","9","1","-1","END OF HALF","true","20","10","20","10"
"Oregon","Pac-12","Washington","Pac-12","401539475","40153947512","12","true","3","75","75","15","0","3","0","0","9","39","5","21","15","75","TD","false","10","20","17","20"
"Washington","Pac-12","Oregon","Pac-12","401539475","40153947513","13","false","3","25","75","9","39","3","43","57","7","22","2","17","5","18","INT","true","20","17","20","17"
"Oregon","Pac-12","Washington","Pac-12","401539475","40153947514","14","false","3","59","59","7","22","3","56","56","6","40","0","42","2","3","INT","false","17","20","17","20"
"Washington","Pac-12","Oregon","Pac-12","401539475","40153947515","15","false","3","41","59","6","40","3","72","28","3","21","3","19","6","21","DOWNS","true","20","17","20","17"
"Oregon","Pac-12","Washington","Pac-12","401539475","40153947516","16","true","3","62","62","3","21","3","0","0","1","51","1","30","3","62","TD","false","17","20","24","20"
"Washington","Pac-12","Oregon","Pac-12","401539475","40153947517","17","true","3","25","75","1","51","4","100","0","12","23","4","28","10","75","TD","true","20","24","27","24"
"Oregon","Pac-12","Washington","Pac-12","401539475","40153947518","18","false","4","75","75","12","23","4","64","64","9","4","3","19","5","11","PUNT","false","24","27","24","27"
"Washington","Pac-12","Oregon","Pac-12","401539475","40153947519","19","true","4","18","82","9","4","4","100","0","2","44","6","20","12","82","TD","true","27","24","34","24"
"Oregon","Pac-12","Washington","Pac-12","401539475","40153947520","20","true","4","75","75","2","44","4","0","0","2","14","0","30","2","75","TD","false","24","34","31","34"
"Washington","Pac-12","Oregon","Pac-12","401539475","40153947521","21","false","4","45","55","2","14","4","75","25","0","0","1","50","7","30","Uncategorized","true","34","31","34","31"
